Account number,Collective #,BP#,Customer Name1,Customer Name2,Service Address1,Store No,Bill Date,Due Date,Billing Period From,Billing Period To,Elec Meter1 #,Elec Meter2 #,Elec Meter3 #,Elec Meter4 #,Elec Meter5 #,Elec Meter6 #,Elec Meter7 #,Elec Meter8 #,Elec Rate1,Elec Rate2,Elec Rate3,Elec Meter Read1,Elec Meter Read2,Elec Meter Read3,Elec Meter Read4,Elec Meter Read5,Elec Meter Read6,Elec Meter Read7,Elec Meter Read8,Elec Days on Bill Current,Elec Kwh Used Current,Actual Demand KW,Billing Demand KW,Current Electricity Charge,Elec Reg Adj1,Elec Fuel Adj 1,Elec Reg Adj,Elec Fuel Adj 2,Elec Reg Adj3,Elec Fuel Adj 3,Gas Meter1 #,Gas Meter2 #,Gas Meter3 #,Gas Meter4 #,Gas Rate1,Gas Rate2,Gas Rate3,Gas Meter Read1,Gas Meter Read2,Gas Meter Read3,Gas Meter Read4,Gas Days on Bill Current,Gas ccf Used Current,Current Natural Gas Charge,Gas Fuel Adj1,Gas Reg Adj1,Gas Fuel Adj2,Gas Reg Adj2,Gas Fuel Adj3,Gas Reg Adj3,City Services,State & Local Sales Taxes,Additional Products & Services Total,Total Current Energy Charge,Previous Bill,Payment Adjustments Total,Balance,Due Date Amount,After Due Date Amount,Printdoc
300-2897-705,500-0012-000,105515018,US GOVT CAMP BULLIS,,23414 CMPB-MARNE RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463151,,,,,,,,General Service PL,,,7230,,,,,,,,31,3640,12,12,417.75,34.8,77.06,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,417.75,1194.04,-1053.82,140.22,557.97,557.97,2.1E+11
300-2897-801,500-0012-000,105515018,US GOVT CAMP BULLIS,,23425 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348054,,,,,,,,General Service PL,,,6766,,,,,,,,31,15,5,5,10.29,0.14,0.32,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,10.29,63.08,-25.93,37.15,47.44,47.44,2.1E+11
300-2897-803,500-0012-000,105515018,US GOVT CAMP BULLIS,,23426 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348068,,,,,,,,General Service PL,,,1300,,,,,,,,31,10,1,1,9.78,0.1,0.21,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,9.78,19.7,-9.96,9.74,19.52,19.52,2.1E+11
300-2897-804,500-0012-000,105515018,US GOVT CAMP BULLIS,,23422 CMPB-MARNE RD #1,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8068432,,,,,,,,General Service PL,,,7868,,,,,,,,31,27040,91,91,2988.49,258.5,572.44,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,2988.49,2738.28,-1813.46,924.82,3913.31,3913.31,2.1E+11
300-2897-805,500-0012-000,105515018,US GOVT CAMP BULLIS,,23423 CMPB-MARNE RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6348014,,,,,,,,General Service PL,,,31604,,,,,,,,31,367,1,1,46.42,3.51,7.77,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,46.42,86.07,-43.67,42.4,88.82,88.82,2.1E+11
300-2997-336,500-0012-000,105515018,US GOVT CAMP BULLIS,,23502 CMPB-GATOR LN,B-6152,7/1/2021,7/29/2021,5/29/2021,6/28/2021,6227813,,,,,,,,General Service PL,,,19649,,,,,,,,31,626,2,2,73.5,5.98,13.25,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,73.5,1037.44,-543.58,493.86,567.36,567.36,907853019
300-3067-489,500-0012-000,105515018,US GOVT CAMP BULLIS,,6134 CMPB-MARNE RD #2,LAUNDRY NEAR B-6134,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690732,,,,,,,,General Service PL,,,1750,,,,,,,,31,1640,81,81,312.75,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,312.75,345.5,-172.75,172.75,485.5,485.5,2.1E+11
300-3075-025,500-0012-000,105515018,US GOVT CAMP BULLIS,,6130 CMPB-MARNE RD #3,B-6152,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8090470,,,,,,,,General Service PL,,,3322,,,,,,,,31,5914,20,20,670.07,56.54,125.2,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,670.07,826.02,-384.96,441.06,1111.13,1111.13,2.1E+11
300-3075-028,500-0012-000,105515018,US GOVT CAMP BULLIS,,6130 CMPB-MARNE RD #4,B-6155,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690733,,,,,,,,General Service PL,,,1399,,,,,,,,31,4480,47,47,545.35,42.83,94.84,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,545.35,340.23,-155.63,184.6,729.95,729.95,2.1E+11
300-3075-030,500-0012-000,105515018,US GOVT CAMP BULLIS,,6130 CMPB-MARNE RD #6,B-6154,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690734,,,,,,,,General Service PL,,,2315,,,,,,,,31,3600,24,24,437.62,34.42,76.21,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,437.62,373.73,-160.41,213.32,650.94,650.94,2.1E+11
300-3075-031,500-0012-000,105515018,US GOVT CAMP BULLIS,,6130 CMPB-MARNE RD #7,B-6156,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6533880,,,,,,,,General Service PL,,,44866,,,,,,,,31,1656,12,12,199.62,15.83,35.06,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,199.62,103.7,-62.16,41.54,241.16,241.16,2.1E+11
300-3292-120,500-0012-000,105515018,US GOVT CAMP BULLIS,,6120 CMPB-MCWILLIAMS RD #3,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6690750,,,,,,,,General Service PL,,,4579,,,,,,,,31,4360,18,18,524.47,41.68,92.3,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,524.47,794.44,-404.06,390.38,914.85,914.85,2.1E+11
300-3906-374,500-0012-000,105515018,US GOVT CAMP BULLIS,,3550 SHERMAN FIELD RD #WELL,,6/29/2021,7/29/2021,5/21/2021,6/18/2021,6346723,,,,,,,,General Service PL,,,12569,,,,,,,,29,300,1,1,39.54,2.87,6.35,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,39.54,689.5,-344.75,344.75,384.29,384.29,110596535
300-4010-766,500-0012-000,105515018,US GOVT CAMP BULLIS,,23430 CMPB-MARNE RD #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8000533,,,,,,,,General Service PL,,,141,,,,,,,,31,2,0,0,8.95,0.02,0.04,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,8.95,9.85,-9.19,0.66,9.61,9.61,2.1E+11
300-4189-765,500-0012-000,105515018,US GOVT CAMP BULLIS,,22519 CMPB-MARNE RD,,7/1/2021,7/29/2021,5/29/2021,6/28/2021,6690753,,,,,,,,General Service PL,,,5314,,,,,,,,31,7000,69,69,853.88,66.92,148.19,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,853.88,-17398.1,-518.73,-17916.83,-17062.95,-17062.95,907853020
300-4196-359,500-0012-000,105515018,US GOVT CAMP BULLIS,,6270 CMPB-EAGLES NEST TRL #WELL,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8027815,,,,,,,,General Service PL,,,10068,,,,,,,,31,27,0,0,11.52,0.26,0.57,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,11.52,65.95,-37.2,28.75,40.27,40.27,2.1E+11
300-4224-269,500-0012-000,105515018,US GOVT CAMP BULLIS,,6210 CMPB-BULLIS RD #SLS,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8000710,,,,,,,,General Service PL,,,22392,,,,,,,,31,117,1,1,20.76,1.12,2.48,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,20.76,65.24,-39.93,25.31,46.07,46.07,2.1E+11
300-4261-435,500-0012-000,105515018,US GOVT CAMP BULLIS,,6281 CMPB-WILDERNESS TRL #SL,,6/29/2021,7/29/2021,5/29/2021,6/28/2021,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,9.03,0,18.19,-9.13,9.06,18.09,18.09,110596536
300-4293-743,500-0012-000,105515018,US GOVT CAMP BULLIS,,5900 CMPB-NW MILITARY HWY,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6463134,,,,,,,,General Service PL,,,3662,,,,,,,,31,2800,8,8,316.46,26.77,59.28,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,316.46,-1440.99,-356.29,-1797.28,-1480.82,-1480.82,2.1E+11
300-4351-578,500-0012-000,105515018,US GOVT CAMP BULLIS,,4815 CMPB-CAMP BULLIS RD,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,8027839,,,,,,,,General Service PL,,,63513,,,,,,,,31,2649,14,14,321.18,25.32,56.08,,,,,,,,,,,,,,,,0,0,0,,,,,,,3.24,0,0,321.18,482.11,-255.38,226.73,551.15,551.15,2.1E+11
300-4606-331,500-0012-000,105515018,US GOVT CAMP BULLIS,,26505 CMPB-MIDDLETON RD #2,,6/30/2021,7/29/2021,5/29/2021,6/28/2021,6283726,,,,,,,,General Service PL,,,31,,,,,,,,31,0,0,0,8.75,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,8.75,17.5,-8.75,8.75,17.5,17.5,2.1E+11
